Reference_type,access_date,alternate_title,assessment_id,author,date,edition,externalBibCode,internal_taxon_id,internal_taxon_name,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,"",229002159,"Lymberakis, P., Poulakakis, N., Manthalou, G., Tsigenopoulos, C.S., Magoulas, A. and Mylonas, M","","",,58567,Pelophylax cerigensis,"","","","",115-125,"","","",Molecular Phylogenetics and Evolution,"","",Published,Mitochondrial phylogeography of <i>Rana</i> (<i>Pelophylax</i>) populations in the Eastern Mediterranean region,journal article,"",44,2007
Assessment,,"",229002159,"Moritz, C","","",,58567,Pelophylax cerigensis,"","","","",373–375,"","","",Trends in Ecology and Evolution,"","",Published,Defining ‘Evolutionarily Significant Units’ for conservation,journal article,"",9,1994
Assessment,,"",229002159,"Sotiropoulos, K. and Lymberakis, P.","","",,58567,Pelophylax cerigensis,"","","","",80-86,"Exeter, UK",Pelagic Publishing,H. Heathvole and J. Wilkinson,Amphibian Biology Vol 11. Part 4. Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey,"","",Published,Declines and conservation of amphibians in Greece,book section,"","",2015
Assessment,,"",229002159,"Speybroeck, J., Beukema, W., Dufresnes, C., Fritz, U., Jablonski, D., Lymberakis, P., Martínez-Solano, I., Razzetti, E., Vamberger, M., Vences, M., Vörös, J., Crochet, P.-A","","",,58567,Pelophylax cerigensis,"","",2,"",139–189,"","","",Amphibia-Reptilia,"","",Published,Species list of the European herpetofauna – update by the Taxonomic Committee of the Societas Europaea Herpetologica,journal article,"",41,2020
Assessment,,"",229002159,"Sotiropoulos, K.","","",,58567,Pelophylax cerigensis,"","","","",161-178,Athens,"Ministry for the Environment, Energy and Climate Change/Hellenic Zoological Society",A. Legakis and P. Maragou,The Red Data Book of Threatened Animals of Greece,"","",Published,Amphibians,book section,"","",2010
Assessment,,"",229002159,"Akın, Ç., Bilgin, C.C., Beerli, P., Westaway, R., Ohst, T., Litvinchuk, S. N., Uzzell, T., Bilgin, M., Hotz, H., Guex, G.D. and Plötner, J","","",,58567,Pelophylax cerigensis,"","",11,"",2111–2124. https://doi.org/10.1111/j.1365-2699.2010.02368.x,"","","",Journal of Biogeography,"","",Published,Phylogeographic patterns of genetic diversity in eastern Mediterranean water frogs have been determined by geological processes and climate change in the Late Cenozoic,journal article,https://doi.org/10.1111/j.1365-2699.2010.02368.x,37,2010b
Assessment,,,229002159,"Pafilis, P., Kapsalas, G., Lymberakis, P., Protopappas, D. and Sotiropoulos, K. ",,,,58567,Pelophylax cerigensis,,,,,1-8,,,,Animal Biodiversity and Conservation ,,,Published,Diet composition of the Karpathos marsh frog (Pelophylax cerigensis): what does the most endangered frog in Europe eat? ,journal article,,42,2019
Assessment,,,229002159,"Toli, E. A., Siarabi, S., Bounas, A., Pafilis, P., Lymberakis, P., Sotiropoulos, K. ",,,,58567,Pelophylax cerigensis,,,2,,117-12.,,,,Acta Herpetologica ,,,Published,New insights on the phylogenetic position and population genetic structure of the Critically Endangered Karpathos marsh frog  Pelophylax cerigensis (Amphibia: Anura: Ranidae). ,journal article,,13,2018
Assessment,,"",229002159,"Toli, E.-A., Bounas, A., Christopoulos, A., Pafilis, P. and Sotiropoulos, K","","",,58567,Pelophylax cerigensis,"","",3,"",277-287. https://doi.org/10.1163/15685381-bja10138,"","","",Amphibia-Reptilia,"","",Published,"Phylogenetic analysis of the critically endangered Karpathos water frog (Anura, Amphibia): conservation insights from complete mitochondrial genome sequencing",journal article,"",44,2023
Assessment,,"",229002159,"Giannopoulou .A, Toli E.-A., Christopoulos A., Bounas A., Pafilis P. and Sotiropoulos K.",October,"",,58567,Pelophylax cerigensis,"","","","","","","","",Helecos 11,"","",Published,"Genetic Analysis Reveals Discrete Conservation Units in the Threatened Karpathos Frog, Pelophylax cerigensis (Amphibia, Anura).",conference paper,"","",2023
Assessment,,"",229002159,"Pafilis, P. and Maragou, P.","","",,58567,Pelophylax cerigensis,"","","","","","Nicosia, Cyprus",BROKEN HILL PUBLISHERS LTD,"","","","","",Atlas of Amphibians and Reptiles of Greece.,electronic source,http://herpatlas.gr,"",2020
Assessment,,"",229002159,"Frost, D.R","","",,58567,Pelophylax cerigensis,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.2,electronic source,https://amphibiansoftheworld.amnh.org,"",2024
Assessment,,"",229002159,IUCN,28 October 2024,"",,58567,Pelophylax cerigensis,"","",28 October 2024,"","","","","","","","","",The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,"",2024
Assessment,,"",229002620,"Altherr, S., Goyenechea, A. and Schubert, D.","","",,58892549,Pelophylax cypriensis,"","","","","",Munich (Germany) and Washington D.C. (USA),"","Pro Wildlife, Defenders of Wildlife and Animal Welfare Institute.","","","",Published,Canapés to extinction— the international trade in frogs’ legs and its ecological impact.,report,http://www.affenpatenschaft.de/sites/default/files/Frogs%20Legs_report_finalA4_web.pdf,"",2011
Assessment,,"",229002620,"Dufresnes, C.","","",,58892549,Pelophylax cypriensis,"","","","","",London,Bloomsbury Publishing,"","","","",Published,"Amphibians of Europe, North Africa and the Middle East: A photographic guide",book,"","",2019
Assessment,,,229002620,"Plötner, J., Baier, F., Akın, C., Mazepa, G., Schreiber, R., Beerli, P., Litvinchuk, S.N., Bilgin, C.C., Borkin, L. and Uzzell, T.",,,,58892549,Pelophylax cypriensis,,,2,,261-283,,,,Zoosystematics and Evolution,,,Published,Genetic data reveal that water frogs of Cyprus (genus <i>Pelophylax</i>) are an endemic species of Messinian origin.,journal article,,88,2012
Assessment,,"",229002620,"Speybroeck, J., Beukema, W., Dufresnes, C., Fritz, U., Jablonski, D., Lymberakis, P., Martínez-Solano, I., Razzetti, E., Vamberger, M., Vences, M., Vörös, J., Crochet, P.-A","","",,58892549,Pelophylax cypriensis,"","",2,"",139–189,"","","",Amphibia-Reptilia,"","",Published,Species list of the European herpetofauna – update by the Taxonomic Committee of the Societas Europaea Herpetologica,journal article,"",41,2020
Assessment,,,229002620,"Baier, F., Sparrow, D. J. and Wiedl, H.-J.",,,,58892549,Pelophylax cypriensis,,,,,,Frankfurt,Chimaira,,,,,Published,The amphibians and reptiles of Cyprus.,book,,,2009
Assessment,,,229002620,,,,,58892549,Pelophylax cypriensis,,,,,,,,,,,,Published,Herpatlas.cy,electronic source,https://www.herpatlas.cy,,
Assessment,,"",229002620,IUCN,28 October 2024,"",,58892549,Pelophylax cypriensis,"","",28 October 2024,"","","","","","","","","",The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,"",2024
Assessment,,"",229006043,"Böhme, W., Grossenbacher, K. and Thiesmeier, B.","","",,59476,Lissotriton italicus,"","","","","",Wiebelsheim,AULA-Verlag,"","","","",Published,"Handbuch der Reptilien und Amphibien Europas, band 4/I:Schwanzlurche (Urodela)",book,"","",1999
Assessment,,,229006043,"Thorn, R.",,,,59476,Lissotriton italicus,,,,,376 pp,Paris,Éditions Paul Lechevalier,,,,,,"Les salamandres d’Europe, d’Asia, et d’Afrique du Nord",Book,,,1968
Assessment,,,229006043,"Griffiths, R.A.",,,,59476,Lissotriton italicus,,"Newts, Salamanders, Europe, natural history",,,,London,Poyser Natural History,,,,,,Newts and Salamanders of Europe,Book,,,1996
Assessment,,"",229006043,"Arnold, E.N","","",,59476,Lissotriton italicus,"","","","",288,"",Princeton University Press,"","","","",Published,Reptiles and Amphibians of Europe,book,"","",2003
Assessment,,"",229006043,"Gasc, J.-P., Cabela, A., Crnobrnja-Isailovic, J., Dolmen, D., Grossenbacher, K., Haffner, P., Lescure, J., Martens, H., Martinez Rica, J.P., Maurin, H., Oliveira, M.E., Sofianidou, T.S., Veith, M. and Zuiderwijk, A.","","",,59476,Lissotriton italicus,"",Europe herpetology frog newt lizard snake salamander,"","",494,Paris,Societas Europea Herpetologica & Museum National d’Histoire Naturelle,"","","","",Published,Atlas of Amphibians and Reptiles in Europe,edited book,"","",1997
Assessment,,"",229006043,"Martel, A., Spitzen-van der Sluijs, A., Blooi, M., Bert, M., Ducatelle, R., Fisher, M.C., Woeltjes, A., Bosman, W., Chiers, K., Bossuyt, F. and Pasmans, F.","","",,59476,Lissotriton italicus,"","",38,"",15325-15329. https://doi.org/10.1073/pnas.1307356110,"","","",Proceedings of the National Academy of Sciences of the United States of America,"","",Published,<i>Batrachochytrium salamandrivorans</i> sp. nov. causes lethal chytridiomycosis in amphibians,journal article,www.pnas.org/cgi/doi/10.1073/pnas.1307356110,110,2013
Assessment,,,229006043,"O'Hanlon, S., Rieux, A., Farrer, R., Rosa, G.M., Waldman, B., Bataille, A., Kosch, T., Murray, K., Brookes, L., Brankovics, B., Martel, A., Pasmans, F., Sanchez, A., Cunningham, A., Schmidt, B., Miaud, C., Soto-Azat, C., Gower, D.J., Schmeller, D., Loyau, A., Courtois, E., Wombwell, E., Toledo, L.F., Clare, F., Spagnoletti, M., Smith, F., Höglund, J., Vörös, J., Zamudio, K.R., Berger, L., Skerratt, L., Fumagalli, M., Böll, S., Martin, M., Wales, N., Ghosh, P., Verster, R., Meurling, S., Minting, P., Doherty-Bone, T.M., Jenkinson, T., James, T.J., Gilbert, T., Shelton, J., Wierzbicki, C., Hintz, W., Tessa, G., Aanensen, D., Weldon, C., Bosch, J., Balloux, F., Garner, T.W.J. and Fisher, M.C.",,,,59476,Lissotriton italicus,,,,,621-627,,,,Science,,,Published,Recent Asian origin of chytrid fungi causing global amphibian declines.,journal article,,6389,2018
Assessment,,,229006043,"Martel, A., Blooi, M., Adriaensen, C., Van Rooij, P., Beukema, W., Fisher, M.C., Farrer, R.A., Schmidt, B.R., Tobler, U., Goka, K. and Lips, K.R.",,,,59476,Lissotriton italicus,,,,,630-631,,,,Science,,,Published,Recent introduction of a chytrid fungus endangers Western Palearctic salamanders,journal article,,346,2014
Assessment,,"",229006043,"Martel, A., Vila‐Escale, M., Fernández‐Giberteau, D., Martinez‐Silvestre, A., Canessa, S., Van Praet, S., Pannon, P., Chiers, K., Ferran, A., Kelly, M. and Picart, M.","","",,59476,Lissotriton italicus,"","",2,"",e12707,"","","",Conservation Letters,"","",Published,Integral chain management of wildlife diseases,journal article,"",13,2020
Assessment,,,229006043,"Gilbert, M.J., Spitzen-van der Sluij, A.M., Canessa, S., Bosch, J., Cunningham, A.A., Grasselli, E., Laudelout, A., Lötters, S., Miaud, C., Salvidio, S., Veith, M., Martel, A. and	Pasmans, F.",,,,59476,Lissotriton italicus,,,,,150,"Nijmegen, the Netherlands",EU Commission,,,,,Published,Mitigating	<i>Batrachochytrium salamandrivorans</i> in Europe. <i>Batrachochytrium salamandrivorans</i> Action Plan for European urodeles.,report,http://bsaleurope.com/wp-content/uploads/2021/03/Bsal-Action-Plan.pdf,,2020
Assessment,,"",229006043,"Thein, J., Reck, U., Dittrich, C., Martel, A., Schulz, V. and Hansbauer, G","","",,59476,Lissotriton italicus,"","",3,"",227-229,"","","",Salamandra,"","",Published,"Preliminary report on the occurrence of <i>Batrachochytrium salamandrivorans</i> in the Steigerwald, Bavaria, Germany.",journal article,"",56,2020
Assessment,,"",229006043,"Nguyen, T.T., Nguyen, T.V., Ziegler, T., Pasmans, F. and Martel, A.","","",,59476,Lissotriton italicus,"","","","",554-556,"","","",Amphibia-Reptilia,"","",Published,Trade in wild anurans vectors the urodelan pathogen <i>Batrachochytrium salamandrivorans</i> into Europe,journal article,"",38,2017
Assessment,,"",229006043,IUCN,28 October 2024,"",,59476,Lissotriton italicus,"","",28 October 2024,"","","","","","","","","",The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,"",2024
Taxonomy,,"",,"Frost, D.R.","","",,977,Alytes muletensis,"","",27 January 2014,"","","New York, USA. ","American Museum of Natural History, New York, USA.","","","","",Published,Amphibian Species of the World: an Online Reference. Version 6 (27 January 2014),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,2014,2014
Taxonomy,,"",,"Frost, D.R. ","","",,979,Alytes dickhilleni,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Taxonomy,,"",,"Frost, D.R.","","",,6714,Discoglossus montalentii,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2020
Taxonomy,,"",,"Frost, D.R.","","",,8371,Euproctus platycephalus,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,2021,2021
Taxonomy,,"",,"Frost, D.R. ","","",,20455,Speleomantes flavus,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Taxonomy,,"",,"Frost, D.R. ","","",,20456,Speleomantes genei,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Taxonomy,,"",,"Frost, D.R. ","","",,20457,Speleomantes imperialis,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Taxonomy,,"",,"Frost, D.R.","","",,20459,Speleomantes supramontis,"","",27 January 2014,"","","New York, USA. ","American Museum of Natural History, New York, USA.","","","","",Published,Amphibian Species of the World: an Online Reference. Version 6 (27 January 2014),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,2014,2014
Taxonomy,,"",,"Frost, D.R.","","",,55266,Alytes cisternasii,"","",27 January 2014,"","","New York, USA. ","American Museum of Natural History, New York, USA.","","","","",Published,Amphibian Species of the World: an Online Reference. Version 6 (27 January 2014),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,2014,2014
Taxonomy,,,,"Frost, D.R.",,,,55271,Discoglossus sardus,,,,,,"American Museum of Natural History, New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2019
Taxonomy,,,,"Frost, D.R.",,,,55645,Hyla sarda,,,,,,"American Museum of Natural History, New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2019
Taxonomy,,"",,"Frost, D.R.","","",,58055,Pelodytes ibericus,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2020
Taxonomy,,,,"Frost, D.R.",,,,58567,Pelophylax cerigensis,,,,,,"American Museum of Natural History, New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2019
Taxonomy,,,,"Frost, D.R.",,,,58581,Pelophylax cretensis,,,,,,"American Museum of Natural History, New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2019
Taxonomy,,,,"Frost, D.R.",,,,58592,Pelophylax epeiroticus,,,,,,"American Museum of Natural History, New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2019
Taxonomy,,,,"Frost, D.R.",,,,58624,Rana italica,,,,,,"American Museum of Natural History, New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2019
Taxonomy,,"",,"Frost, D.R.","","",,58715,Pelophylax shqipericus,"","",27 January 2014,"","","New York, USA. ","American Museum of Natural History, New York, USA.","","","","",Published,Amphibian Species of the World: an Online Reference. Version 6 (27 January 2014),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,2014,2014
Taxonomy,,,,"Frost, D.R. ",,,,59449,Euproctus montanus,,,,,,"New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,,2022
Taxonomy,,"",,"Frost, D.R. ","","",,59465,Salamandra corsica,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Taxonomy,,"",,"Frost, D.R. ","","",,59468,Salamandrina terdigitata,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Taxonomy,,"",,"Frost, D.R. ","","",,59476,Lissotriton italicus,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Taxonomy,,,,"Frost, D.R.",,,,61918,Lyciasalamandra helverseni,,,,,,"American Museum of Natural History, New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2018
Taxonomy,,,,"Frost, D.R.",,,,135825,Speleomantes sarrabusensis,,,,,,"American Museum of Natural History, New York, USA",American Museum of Natural History,,,,,,Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,,2019
Taxonomy,,"",,"Frost, D.R. ","","",,58892549,Pelophylax cypriensis,"","","","","","New York, USA",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.1,electronic source,https://amphibiansoftheworld.amnh.org,"",2021
Taxonomy,,"",,"Frost, D.R.","","",,79079357,Lissotriton maltzani,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,2021,2021
