taxon,species_name,red_list_category,threats,threats_code,population_trend,habitats,risk_score,temp_sensitivity,habitat_loss_sens,co2_sens
REPTILIA,Paralaudakia caucasia,LC,['Energy production & mining'],['3_2'],Stable,"['Shrubland - Subtropical/Tropical Dry', 'Shrubland - Temperate', 'Forest - Temperate', 'Rocky areas (eg. inland cliffs, mountain peaks)', 'Artificial/Terrestrial - Rural Gardens', 'Forest - Subtropical/Tropical Dry', 'Desert - Hot']",0.0,0,0,1
REPTILIA,Platyceps karelini,LC,['Agriculture & aquaculture'],['2_1_4'],Unknown,"['Artificial/Terrestrial - Pastureland', 'Rocky areas (eg. inland cliffs, mountain peaks)', 'Desert - Hot', 'Grassland - Subtropical/Tropical Dry', 'Shrubland - Subtropical/Tropical Dry', 'Desert - Temperate']",0.0,0,0,0.2
REPTILIA,Tenuidactylus fedtschenkoi,LC,[],[],Stable,"['Artificial/Terrestrial - Rural Gardens', 'Rocky areas (eg. inland cliffs, mountain peaks)', 'Artificial/Terrestrial - Urban Areas']",0.0,[],[],[]
REPTILIA,Psammophis lineolatus,LC,"['Agriculture & aquaculture', 'Agriculture & aquaculture']","['2_1_3', '2_3_3']",Unknown,"['Shrubland - Subtropical/Tropical Dry', 'Shrubland - Temperate', 'Artificial/Terrestrial - Pastureland', 'Desert - Temperate', 'Desert - Hot', 'Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)', 'Rocky areas (eg. inland cliffs, mountain peaks)']",0.0,0,0,0.2
REPTILIA,Teratoscincus keyserlingii,LC,"['Agriculture & aquaculture', 'Residential & commercial development', 'Biological resource use']","['2_3_3', '1_1', '5_1_1']",Stable,['Desert - Hot'],0.0,0,1,0.3
REPTILIA,Eremias persica,LC,['Agriculture & aquaculture'],['2_1_4'],Stable,"['Artificial/Terrestrial - Pastureland', 'Artificial/Terrestrial - Arable Land', 'Artificial/Terrestrial - Rural Gardens', 'Desert - Hot', 'Grassland - Subtropical/Tropical Dry', 'Rocky areas (eg. inland cliffs, mountain peaks)']",0.0,0,0,0.2
REPTILIA,Scincus scincus,LC,[],[],Stable,['Desert - Hot'],0.0,[],[],[]
REPTILIA,Eremias scripta,LC,"['Agriculture & aquaculture', 'Agriculture & aquaculture']","['2_1_4', '2_3_4']",Stable,"['Shrubland - Subtropical/Tropical Dry', 'Desert - Hot', 'Grassland - Subtropical/Tropical Dry', 'Desert - Temperate', 'Shrubland - Temperate', 'Grassland - Temperate']",0.0,0,0,0.2
REPTILIA,Microgecko persicus,LC,[],[],Unknown,"['Shrubland - Subtropical/Tropical Dry', 'Shrubland - Temperate', 'Rocky areas (eg. inland cliffs, mountain peaks)', 'Desert - Temperate']",0.0,[],[],[]
REPTILIA,Heremites septemtaeniatus,LC,[],[],Stable,"['Shrubland - Temperate', 'Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)', 'Grassland - Temperate', 'Artificial/Aquatic - Canals and Drainage Channels, Ditches']",0.0,[],[],[]
REPTILIA,Rhynchocalamus melanocephalus,LC,"['Agriculture & aquaculture', 'Energy production & mining', 'Agriculture & aquaculture', 'Residential & commercial development', 'Biological resource use', 'Residential & commercial development']","['2_1_3', '3_2', '2_3_1', '1_2', '5_3_5', '1_1']",Decreasing,"['Shrubland - Subtropical/Tropical Dry', 'Shrubland - Mediterranean-type Shrubby Vegetation', 'Artificial/Terrestrial - Pastureland', 'Artificial/Terrestrial - Rural Gardens', 'Rocky areas (eg. inland cliffs, mountain peaks)']",0.0,0,1,1
REPTILIA,Pseudocerastes persicus,LC,"['Biological resource use', 'Energy production & mining']","['5_1_1', '3_2']",Decreasing,"['Shrubland - Subtropical/Tropical Dry', 'Rocky areas (eg. inland cliffs, mountain peaks)', 'Desert - Hot']",0.0,0,0.5,1
