CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup,CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName,CountryOccurrence.CountryOccurrenceSubfield.formerlyBred,CountryOccurrence.CountryOccurrenceSubfield.origin,CountryOccurrence.CountryOccurrenceSubfield.presence,CountryOccurrence.CountryOccurrenceSubfield.seasonality,assessment_id,internal_taxon_id,internal_taxon_name
EE,,,Native,Extant,Resident,200721782,173101508,Rana temporaria
LV,,,Native,Extant,Resident,200721782,173101508,Rana temporaria
LT,,,Native,Extant,Resident,200721782,173101508,Rana temporaria
MD,,,Native,Extant,Resident,200721782,173101508,Rana temporaria
YUG-KO,,,Native,Extant,Resident,200721782,173101508,Rana temporaria
RU,,,Native,Extant,,200721782,173101508,Rana temporaria
GG,,,Introduced,Extant,Resident,200721782,173101508,Rana temporaria
IM,,,Native,Extant,Resident,200721782,173101508,Rana temporaria
BA,,,Native,Extant,Resident,200721782,173101508,Rana temporaria
UA,,,Native,Extant,Resident,200721782,173101508,Rana temporaria
GI,,,Introduced,Possibly Extinct,Resident,200741141,59463,Pleurodeles waltl
PT,,,Native,Extant,Resident,200741141,59463,Pleurodeles waltl
ES,,,Native,Extant,Resident,200741141,59463,Pleurodeles waltl
POR-OO,,,Native,Extant,Resident,200741141,59463,Pleurodeles waltl
SPA-SP,,,Native,Extant,Resident,200741141,59463,Pleurodeles waltl
MOR-SP,,,Native,Extant,Resident,200741141,59463,Pleurodeles waltl
ES,,,Native,Extant,Resident,200741882,59464,Salamandra algira
MOR-SP,,,Native,Extant,Resident,200741882,59464,Salamandra algira
GR,,,Native,Extant,Resident,200745594,88103927,Triturus ivanbureschi
GRC-OO,,,Native,Extant,Resident,200745594,88103927,Triturus ivanbureschi
MK,,,Native,Extant,Resident,200745594,88103927,Triturus ivanbureschi
RS,,,Native,Extant,Resident,200745594,88103927,Triturus ivanbureschi
YUG-SE,,,Native,Extant,Resident,200745594,88103927,Triturus ivanbureschi
TUE-OO,,,Native,Extant,Resident,200745594,88103927,Triturus ivanbureschi
BG,,,Native,Extant,Resident,200745594,88103927,Triturus ivanbureschi
TR,,,Native,Extant,Resident,200745594,88103927,Triturus ivanbureschi
KRY-OO,,,Native,Extant,Resident,200746759,211146190,Triturus karelinii
UA,,,Native,Extant,Resident,200746759,211146190,Triturus karelinii
ES,,,Native,Extant,Resident,202016456,54703,Sclerophrys mauritanica
SPA-SP,,,Introduced,Extant,Resident,202016456,54703,Sclerophrys mauritanica
MOR-SP,,,Native,Extant,Resident,202016456,54703,Sclerophrys mauritanica
RU,,,Native,Extant,Resident,202020399,196236041,Pelobates vespertinus
RU-EU,,,Native,Extant,Resident,202020399,196236041,Pelobates vespertinus
UA,,,Native,Extant,Resident,202020399,196236041,Pelobates vespertinus
KRY-OO,,,Native,Extant,Resident,202020399,196236041,Pelobates vespertinus
UKR-UK,,,Native,Extant,Resident,202020399,196236041,Pelobates vespertinus
RUS-OO,,,Native,Extant,Resident,202020399,196236041,Pelobates vespertinus
IT,,,Introduced,Extant,Resident,202022250,110466172,Xenopus laevis
FR,,,Introduced,Extant,Resident,202022250,110466172,Xenopus laevis
SIC-SI,,,Introduced,Extant,Resident,202022250,110466172,Xenopus laevis
PT,,,Introduced,Extant,Resident,202022250,110466172,Xenopus laevis
GB,,,Introduced,Possibly Extinct,Resident,202022250,110466172,Xenopus laevis
FRA-FR,,,Introduced,Extant,Resident,202022250,110466172,Xenopus laevis
GRB-OO,,,Introduced,Possibly Extinct,Resident,202022250,110466172,Xenopus laevis
POR-OO,,,Introduced,Extant,Resident,202022250,110466172,Xenopus laevis
GR,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
BE,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
FR,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
DE,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
IT,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
NL,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
ES,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
FRA-FR,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
KRI-OO,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
ITA-IT,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
CNY-OO,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
SPA-SP,,,Introduced,Extant,Resident,202022987,58565,Aquarana catesbeianus
CH,,,Introduced,Presence Uncertain,Resident,202022987,58565,Aquarana catesbeianus
GB,,,Introduced,Possibly Extinct,Resident,202022987,58565,Aquarana catesbeianus
GRB-OO,,,Introduced,Possibly Extinct,Resident,202022987,58565,Aquarana catesbeianus
RU,,,Native,Extant,Resident,202049049,136687833,Salamandrella keyserlingii
RU-EU,,,Native,Extant,Resident,202049049,136687833,Salamandrella keyserlingii
RUN-OO,,,Native,Extant,Resident,202049049,136687833,Salamandrella keyserlingii
RUW-OO,,,Native,Extant,Resident,202049049,136687833,Salamandrella keyserlingii
RUS-OO,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
GR,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
EAI-OO,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
GRC-OO,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
PL,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
RU-EU,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
UA,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
UKR-UK,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
TUE-OO,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
LV,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
LT,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
RO,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
RS,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
YUG-SE,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
TR,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
BY,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
MD,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
BG,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
RU,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
YUG-KO,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
BLT-KA,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
KRY-OO,,,Native,Extant,Resident,202052085,82494309,Hyla orientalis
CY,,,Native,Extant,Resident,202052715,78928690,Hyla savignyi
ES,,,Native,Presence Uncertain,Resident,207984541,58054,Pelobates varaldii
MOR-SP,,,Native,Presence Uncertain,Resident,207984541,58054,Pelobates varaldii
BG,,,Native,Extant,Resident,211757998,211757868,Lissotriton schmidtleri
GR,,,Native,Extant,Resident,211757998,211757868,Lissotriton schmidtleri
TUE-OO,,,Native,Extant,Resident,211757998,211757868,Lissotriton schmidtleri
TR,,,Native,Extant,Resident,211757998,211757868,Lissotriton schmidtleri
GRC-OO,,,Native,Extant,Resident,211757998,211757868,Lissotriton schmidtleri
TR,,,Native,Extant,Resident,223143581,172313717,Pelobates syriacus
TUE-OO,,,Native,Extant,Resident,223143581,172313717,Pelobates syriacus
GR,,,Native,Extant,Resident,223143581,172313717,Pelobates syriacus
EAI-OO,,,Native,Extant,Resident,223143581,172313717,Pelobates syriacus
BG,,,Native,Presence Uncertain,Resident,223143581,172313717,Pelobates syriacus
GRC-OO,,,Native,Extant,Resident,223143581,172313717,Pelobates syriacus
