Reference_type,access_date,alternate_title,assessment_id,author,date,edition,externalBibCode,internal_taxon_id,internal_taxon_name,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,,207983513,"Sindaco, R., Doria, G., Razzetti, E. and Bernini, F",,,,88416883,Pelophylax lessonae,,,,,773,Firenze,Societas Herpetologica Italica - Edizioni Polistampa,,,,,Published,Atlas of Italian Amphibians and Reptiles\\Atlante Degli Anfibi E Dei Rettili D'Italia,book,,,2006
Assessment,,,207983513,"Vogrin, N.",,,,88416883,Pelophylax lessonae,,,,,01-Feb,,,,FrogLog,,,Published,The status of amphibians in Slovenia,journal article,,20,1997
Assessment,,,207983513,"Gasc, J.-P., Cabela, A., Crnobrnja-Isailovic, J., Dolmen, D., Grossenbacher, K., Haffner, P., Lescure, J., Martens, H., Martinez Rica, J.P., Maurin, H., Oliveira, M.E., Sofianidou, T.S., Veith, M. and Zuiderwijk, A.",,,,88416883,Pelophylax lessonae,,Europe herpetology frog newt lizard snake salamander,,,494,Paris,Societas Europea Herpetologica & Museum National d’Histoire Naturelle,,,,,Published,Atlas of Amphibians and Reptiles in Europe,edited book,,,1997
Assessment,,,207983513,"Kuzmin, S.L.",,,,88416883,Pelophylax lessonae,,"amphibians,  conservation, USSR",,,24-30,,,,Oryx,,,Published,Threatened amphibians in the former Soviet Union: the current situation and the main threats,journal article,,30,1996
Assessment,,,207983513,"Garanin, V.I.",,,,88416883,Pelophylax lessonae,,"amphibians, systematics, distribution, ecology, conservation, Russia",,,79-132,,,,Advances in Amphibian Research in the Former Soviet Union,,,Published,The distribution of amphibians in the Volga-Kama region,journal article,,5,2000
Assessment,,,207983513,"Bannikov, A.G., Darevsky, I.S., Ishchenko, V.G., Rustamov, A.K. and Szczerbak, N.N.",,,,88416883,Pelophylax lessonae,,"amphibians,  ecology, systematics, distribution, reviews, USSR",,,,Moscow,Prosvechshenie,,,,,,Opredelitel Zemnovodnykh i Presmykayushchikhsya Fauny SSSR [Guide to Amphibians and Reptiles of the USSR Fauna],Book,,,1977
Assessment,,,207983513,"Kuzmin, S.L.",,,,88416883,Pelophylax lessonae,,"amphibians, systematics, distribution, ecology, conservation, USSR",,,,Magdeburg - Heidelberg,Westarp – Spektrum,,,,,,Die Amphibien Russlands und Angrenzender Gebiete,Book,,,1995
Assessment,,,207983513,"Mlynarski, M.",,,,88416883,Pelophylax lessonae,,,,,,Warszawa,Panstwowe Zaklady Wydawnictw Szkolnych,,,,,Published,Plazy I Gady Polski,book,,75,1966
Assessment,,,207983513,"Arnold, H.R.",,,,88416883,Pelophylax lessonae,,,,,40,,,,ITE Research Publication,,,Published,Atlas of amphibians and reptiles in Britain,journal article,,10,1995
Assessment,,,207983513,"Puky, M.",,,,88416883,Pelophylax lessonae,,,,,413-429,,"Center for Transportation and the Environment, North Carolina State University, USA","L.C. Irwin, P. Garrett and K.P. McDermott","Proceedings of the International Conference on Ecology and Transportation, 26-31 August, 2003, Lake Placid, New York, USA",,,Published,Amphibian mitigation measures in Central-Europe,conference proceedings,,,2003
Assessment,,,207983513,"Puky, M.",,,,88416883,Pelophylax lessonae,,,,,143-158,Sopron,Nyugat-Magyarországi Egyetem Erdõmérnöki Kar,S. Faragó,Gerinces állatfajok védelme (Conservation of vertebrate species),,,Published,A kétéltûek védelme Magyarországon (Conservation of amphibians in Hungary),book section,,,2000
Assessment,,,207983513,"Puky, M., Schád, P. and Szövényi, G",,,,88416883,Pelophylax lessonae,,,,,pp. 86,Budapest,Varangy Akciócsoport Egyesület,,,,,Published,Preliminary herpetological atlas of Hungary,book,,,2003
Assessment,,,207983513,"Dely, G.",,,,88416883,Pelophylax lessonae,,,,,,Budapest,Ákadémiai Kiadó,,,,,,"Kétéltűek-Amphibia: Magyarország Állatvilága, Faunae Hungariae",Book,,,1967
Assessment,,,207983513,"Puky, M.",,,,88416883,Pelophylax lessonae,,,,,341-347,,,,Folia Historico Naturalia Musei Matraensis,,,Published,"Az újraárasztott Nyirkai Hany - Keleti Mórrétek (Hanság) herpetofaunája (Occurrence of amphibians and reptiles in the Nyirkai Hany Keleti Mórrétek wetland restoration area, Hanság, Hungary in the first year following inundation)",journal article,,27,2003
Assessment,,,207983513,"Kovács, T.",,,,88416883,Pelophylax lessonae,,,,,2,,,,FrogLog,,,Published,Monitoring of amphibians and reptiles along the Drava River,journal article,,52,2002
Assessment,,,207983513,"Plötner, J.",,,,88416883,Pelophylax lessonae,,,,,,Bielefeld,Laurenti-Verlag,,,,,,Die Westpaläarkischen Wasserfrösche von Märtyrern der Wissenschaft zur Biologischen Sensation,Book,,,2005
Assessment,,,207983513,"Som, C., Anholt, B.R. and Reyer, H.-U.",,,,88416883,Pelophylax lessonae,,,,,34-46,,,,American Naturalist,,,Published,The effect of assortative mating on the coexistence of a hybridogenetic waterfrog and its sexual host,journal article,,156,2000
Assessment,,,207983513,"Vorburger, C. and Reyer, H.-U.",,,,88416883,Pelophylax lessonae,,,2,,141-155,,,,Conservation Genetics,,,Published,A genetic mechanism of species replacement in European waterfrogs?,journal article,,4,2003
Assessment,,,207983513,"Milinski, M.",,,,88416883,Pelophylax lessonae,,,2,,62,,,,Trends in Ecology and Evolution,,,Published,Hybridogenetic frogs on an evolutionary dead end road,journal article,,9,1994
Assessment,,,207983513,"Sjögren, P.",,,,88416883,Pelophylax lessonae,,,,,1357-1367,,,,Ecology,,,Published,"Distribution and extinction patterns within a northern metapopulation of the pool frog, <i>Rana lessonae</i>",journal article,,75,1994
Assessment,,,207983513,"Zeisset, I. and Beebee, T.J.C.",,,,88416883,Pelophylax lessonae,,,,,933-938,,,,Proceedings of the Royal Society of London Series B,,,Published,Determination of biogeographical range: an application of molecular phylogeograpphy to the European pool frog <i>Rana lessonae</i>,journal article,,268,2001
Assessment,,,207983513,"Wycherley, J., Doran, S. and Beebee, T.J.C.",,,,88416883,Pelophylax lessonae,,,,,479-484,,,,Journal of Zoology,,,Published,Frog calls echo microsatellite phylogeography in the European pool frog <i>Rana lessonae</i>,journal article,,258,2002
Assessment,,,207983513,"Botnariuc, N. and Tatole, V. (eds)",,,,88416883,Pelophylax lessonae,,,,,,,Museul National de Istorie Naturala “Grigore antipa”,,,,,Published,Cartea Rosie a vertebratelor din România,book,,,2005
Assessment,,,207983513,"UICN France, MNHN and DIREN Polynésie française",Dec-15,,,88416883,Pelophylax lessonae,,,,,,Paris,UICN France,,,,,Published,La liste rouge des espèces menacées en France - chapitre flore vasculaire endémique de Polynésie française,report,http://www.uicn.fr/IMG/pdf/Liste_rouge_Flore_vasculaire_endemique_de_Polynesie_francaise.pdf,,2015
Assessment,,,207983513,"Stanković, D., Lužnik, M. and Poboljšaj, K",,,,88416883,Pelophylax lessonae,,,,,32-44,Exeter,Pelagic Publishing,A. Heatwole and J.W. Wilkinson,Amphibian Biology Vol 11. Part 4. Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey,,,Published,Conservation and declines of amphibians in Slovenia,book section,,11,2015
Assessment,,,207983513,"Schmidt, B.R. and Zumbach, S",,,,88416883,Pelophylax lessonae,,,,,50,Bern,BUWAL-Reihe: Vollzug Umwelt,,,,,Published,"Rote Liste der gefährdeten Amphibien der Schweiz. Hrsg. Bundesamt für Umwelt, Wald und Landschaft, Bern, und Koordinationsstelle für Amphibien- und Reptilienschutz in der Schweiz",report,,,2005
Assessment,,,207983513,"Dubey, S., Leuenberger, J. and Perrin, N.",,,,88416883,Pelophylax lessonae,,,,,442-449,,,,Biological Journal of the Linnean Society.,,,Published,Multiple origins of invasive and ‘native’ water frogs (<i>Pelophylax</i> spp.) in Switzerland.,journal article,,London 112,2014
Assessment,,,207983513,"Lada, G., Gordeev, D., Prilipko, S., Borkin, L., Litvinchuk, S. and Rosanov, Y.",,,,88416883,Pelophylax lessonae,,,,,64-68,,,,Biological Communications,,,Published,"On the southern distributional limit of the pool frog, <i>Pelophylax lessonae</i> (Camerano, 1882): the first record in Volgograd region, Russia.",journal article,,3,2016
Assessment,,,207983513,"Kalezić, M., Tomović, L. and ǅukić, G.",,,,88416883,Pelophylax lessonae,,,,,,Belgrade,Planeta Print,,,,,Published,Red Book of fauna of Serbia I – Amphibians,book,,,2015
Assessment,,,207983513,IUCN,21-Jul-22,,,88416883,Pelophylax lessonae,,,21-Jul-22,,,,,,,,,,The IUCN Red List of Threatened Species. Version 2022-1,electronic source,www.iucnredlist.org,,2022
Assessment,,,207983513,"Kuzmin, S.L. and Cavagnaro, J",,,,88416883,Pelophylax lessonae,,,01/21/,,,Berkeley,"University of California, CA,USA","Mahoney, M.J., Wake, D., Raby, S.",,,,,Amphibia Web 2017 <i>Pelophylax lessonae</i>: Pool Frog,electronic source,https://amphibiaweb.org/species/5077,2022,2017
Assessment,,,207983513,"Gunther, R",,,,88416883,Pelophylax lessonae,2-86515-103-4,,,,148-149,Paris,Societas Europaea Herpetologica & Museum National d' Histoire Naturelle (IEGB/SPN),J.-P. Gasc <i>et al</i>,Atlas of Amphibians and Reptiles in Europe,,,Published,"<i>Rana lessonae</i> Camerano, 1882",book section,,,1997
Assessment,,,207983513,"Zeisset, I.,  and Hoogesteger, T.",,,,88416883,Pelophylax lessonae,,,,,63-72,,,,The Herpetological Journal,,,Published,A reassessment of the biogeographic range of northern clade pool frogs (<i>Pelophylax lessonae</i>),journal article,,28,2018
Assessment,,,207983513,"Tzankov, N.D. and Popgeorgiev, G.S",,,,88416883,Pelophylax lessonae,,,,,131-139,Exeter,Pelagic Publishing,"Heathvole, H., Wilkinson, J.",Amphibian Biology Vol 11. Part 4. Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey.,,,Published,Conservation and declines of amphibians in Bulgaria,book section,,,2015
Assessment,,,207983513,"Džukić, G., Kalezić, M., Aleksić, I. and Crnobrnja-Isailović, J",,,,88416883,Pelophylax lessonae,,,,,03-Apr,,,,FrogLog,,,Published,Green frogs are exploited in the former Yugoslavia,journal article,,19,1996
Assessment,,,207983513,"Ljubisavljevic, K., Džukić, G. and Kalezic, M",,,,88416883,Pelophylax lessonae,,,,,02-Mar,,,,FrogLog,,,Published,Green frogs are greatly endangered in Serbia and Montenegro,journal article,,58,2003
Assessment,,,207983513,"Arnold, E.N. ",,,,88416883,Pelophylax lessonae,,,,,,,Princeton University Press.,,,,,Published,Reptiles and amphibians of Europe,book,,,2003
Assessment,,,207983513,"Bakharev, V. A., Pozyvaylo, O. P., Vorobyova, M. M., Mamazhanov, M. M., Lesnichiy, D. Yu.  ",,,,88416883,Pelophylax lessonae,,,,,3-8. ,,,,Biologychnie Navuki. Vesnik MDPU imya I.P. Shamyakina,,,Published,The Analysis of The Biodiversity of Herpetocomplex of Territories of G. of Mazyr and its Vicinities Depending on Degree of The Antopogenic Stress,journal article,,48,2016
Assessment,,,207983513,"Cogalniceanu, D. and Rozylowicz, L",,,,88416883,Pelophylax lessonae,,,,,87-98,Exeter,Pelagic Publishing,H. Heathvole & J. Wilkinson,Amphibian Biology Vol 11. Part 4. Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey,,,Published,Amphibian Conservation and Decline in Romania,book section,,,2015
Assessment,,,207983513,"Crnobrnja-Isailovic, J., Adrovic, A., Bego, F., Cadenovic, N., Hadziahmetovic Jurida E., Jablonski, D., Sterijovski, B. and Jovanovic Glavas, O",,,,88416883,Pelophylax lessonae,,,,,351-358,Cham,Springer Nature,"V. Pesic, Dj. Milosevic and M. Milisa",Small Water Bodies of the Western Balkans,,,Published,The importance of small water bodies’ conservation for maintaining local amphibian diversity in the Western Balkans,book section,,,2022
Assessment,,,207983513,"Crnobrnja Isailovic, J., Adrovic, A., Cafuta, M, Cosic, N., Jelic, D., Kotrosan, D., Lisicic, D, Marinkovic, S., Poboljsaj, K., Presetnik, P. and Sekulic, G",,,,88416883,Pelophylax lessonae,,,,,401-436,Heidelberg,Springer-Verlag GmbH,"R. Milacic, J. Scancar & M. Paunovic","The Handbook of Environmental Chemistry, Vol. 31.  The Sava River",,,Published,"Fauna of the Riparian Ecosystems – Amphibians, Reptiles, Birds and Mammals ",book section,,,2015
Assessment,,,207983513,"Gent, T. ",,,,88416883,Pelophylax lessonae,,,,,,,,,FrogLog ,,,Published,The UK Pool Frog species action plan,journal article,,32,1999
Assessment,,,207983513,"Hoogesteger, T., Rahkonen, J. and Karhilahti, A",,,,88416883,Pelophylax lessonae,,,,,25-31,,,,Memoranda Soc. Fauna Flora Fennica,,,Published,"Pool frog (<i>Pelophylax lessonae</i>) Camerano 1882 (Anura, Ranidae), an addition to the Finnish amphibian fauna",journal article,,89,2013
Assessment,,,207983513,IUCN,,,,88416883,Pelophylax lessonae,,,,,,,,,,,,Published,IUCN Red List of Threatened Species (ver. 2009.1),electronic source,www.iucnredlist.org.,,2009
Assessment,,,207983513,IUCN,,,,88416883,Pelophylax lessonae,,,,,,,,,,,,Published,The IUCN Red List of Threatened Species. Version 2016-1,journal article,www.iucnredlist.org ,,2016
Assessment,,,207983513,"Krizmanic, I.I",,,,88416883,Pelophylax lessonae,,,,,449-457,,,,"Archiv Biological Sciences, Belgrade",,,Published,Water frogs (<i>Rana esculenta</i> complex) in Serbia - morphological data,journal article,,60,2008
Assessment,,,207983513,"Kuzmin, S.L.  ",,,,88416883,Pelophylax lessonae,,,,,,Sofia-Moscow,Pensoft,,,,,Published,The Amphibians of the Former Soviet Union,book,,,1999
Assessment,,,207983513,"Lukanov, S.P., Tzankov, N.D. and Naumov, B.Y",,,,88416883,Pelophylax lessonae,,,,,483-488,,,,Acta Zoologica Bulgarica,,,Published,"First Documented Records of <i>Pelophylax lessonae</i> (Camerano, 1882) (Amphibia: Ranidae) from Bulgaria",journal article,,69,2017
Assessment,,,207983513,"Ljubisavljevic, K., Dzukic, G., Kalezic, M. ",,,,88416883,Pelophylax lessonae,,,,,,,,,FrogLog,,,Published,Green frogs are greatly endangered in Serbia and Montenegro,journal article,,58,2003
Assessment,,,207983513,"Maiorano, L., Amori, G., Capula, M., Falcucci, A., Masi, M., Montemaggiori. A., et al. ",,,,88416883,Pelophylax lessonae,,,,,e74989,,,,PLoS ONE ,,,Published,Threats from Climate Change to Terrestrial Vertebrate Hotspots in Europe,journal article,,8,2013
Assessment,,,207983513,"Mayer, M., Hawlitschek, O., Zahn, A., Glaw, F. ",,,,88416883,Pelophylax lessonae,,,,, 31-44,,,,Salamandra ,,,Published,"Composition of twenty Green Frog populations (Pelophylax) across Bavaria, Germany",journal article,,49,2013
Assessment,,,207983513,"Sjögren-Gulve, P",,,,88416883,Pelophylax lessonae,,,,,306-315,,,,AgroLife Scientific Journal,,,Published,Metapopulation Dynamics and Extinction in Pristine Habitats - a Demographic Explanation,journal article,,9,2020
Assessment,,,207983513,"Speybroeck, J., Beukema, W., Bok, B., Van Der Voort, J. and Velikov, I",,,,88416883,Pelophylax lessonae,,,,,,London-New York,Bloomsbury,,,,,Published,Field Guide to the Amphibians & Reptiles of Britain and Europe,book,,,2016
Assessment,,,207983513,"Stupar, M., Breka, K., Krizmanic, I., Stamenkovic, S., Ljaljevic-Grbic, M. ",,,,88416883,Pelophylax lessonae,,,,,216-219,,,,North-Western Journal of Zoology,,,Published,First report of water mold (Aphanomyces sp.) documented on skin of pool frog (Pelophylax lessonae) in Serbia,journal article,,16,2020
Assessment,,,207983513,"Tzankov, N.D. and Popgeorgiev, G.S",,,,88416883,Pelophylax lessonae,,,,,131-139,Exeter,Pelagic Publishing,H. Heathvole and J. Wilkinson,Amphibian Biology Vol 11. Part 4. Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey,,,Published,Conservation and decline of amphibians in Bulgaria,book section,,,2015
Assessment,,,207983513,"Vörös, J., Kiss, I. Puky, M. ",,,,88416883,Pelophylax lessonae,,,,,99-130, Exeter ,Pelagic Publishing,"Heathvole, H., Wilkinson, J.",Amphibian Biology Vol 11. Part 4.Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey ,,,Published,Conservation and declines of amphibians in Hungary,book section,,,2015
Assessment,,,207983513,"Hejda, R., Farkač, J. and Chobot, K.",,,,88416883,Pelophylax lessonae,,,,,612,Praha,Příroda,,,,,Published,Červený seznam ohrožených druhů České republiky. Bezobratlí [Red List of threatened species of the Czech Republic. Invertebrates],book,,36,2017
Assessment,,,207983513,Anonymous,20.11.2013,,,88416883,Pelophylax lessonae,,,,,,,Approved by Ministerial Order No. 1280,,,,,Published,Red List of Wild Flora and Fauna of Albania,report,,,2013
Assessment,,,207983513,"Reshetnikov, A.N",,,,88416883,Pelophylax lessonae,,,4,,352-361,,,,Zhurnal obshchey biologii,,,Published,Influence of introduced fish <i>Perccottus glenii</i> (Odontobutidae) on amphibians in small waterbodies of Moscow region,journal article,,62,2001
Assessment,,,207983513,Anonymous,,,,88416883,Pelophylax lessonae,No. 82/02 and 42/10,,,,,,,,Official Gazette of the Republic of Slovenia,,,Published,"Rules on the inclusion of endangered plant and animal species in the Red List, Annex 6: Red list of Amphibians (Amphibia)",report,,,2010
Assessment,,,207983513,"Gollmann, G",,,,88416883,Pelophylax lessonae,,,,,37–60,Wien,Böhlau Verlag,K.P. Zulka,"Rote Listen gefährdeter Tiere Österreichs. Checklisten, Gefährdungsanalysen, Handlungsbedarf. Teil 2: Kriechtiere, Lurche, Fische, Nachtfalter, Weichtiere. (Grüne Reihe des Lebensministeriums 14/2)",,,Published,Rote Liste der in Österreich gefährdeten Lurche (Amphibia) und Kriechtiere (Reptilia),book section,,,2007
Assessment,,,207983513,"Kostanjšek, R., Turk, M., Vek, M., Gutiérrez-Aguirre, I. and Gunde-Cimerman, N",,,,88416883,Pelophylax lessonae,,,1,,162-166,,,,Salamandra,,,Published,"First screening for <i>Batrachochytrium dendrobatidis</i>, <i>B. salamandrivorans</i> and <i>Ranavirus</i> infections in wild and captive amphibians in Slovenia",journal article,,57,2021
Assessment,,,207983513,"Foster, J., Driver, D., Ward, R. and Wilkinson, J",,,,88416883,Pelophylax lessonae,,,,,,Bournemouth,Amphibian and Reptile Conservation (ARC),,Report to Natural England,,,Published,IUCN Red List assessment of amphibians and reptiles at Great Britain and country scale,report,,,2021
Assessment,,,207983513,"Vorobyeva, E.I. and Darevsky, I.S. ",,,,88416883,Pelophylax lessonae,,,,,,,,,"Pensoft, Moscow",,,Published,Amphibian Populations in the Commonwealth of Independent States: Current Status and Declines,journal article,,,1995
Assessment,,,207983513,"Burny, J. and Parent, G.H. ",,,,88416883,Pelophylax lessonae,,,1,,Dec-33,,,,Alytes ,,,Published,Les grenouilles vertes de le Belgique et des régions limitrophes. Données chorologiques et écologiques.,journal article,,4,1985
Assessment,,,207983513,"Kalezic, M. and Dzukic, G. ",,,,88416883,Pelophylax lessonae,,,,,02-Mar,,,,FrogLog ,,,Published,Amphibian status in Serbia and Montenegro (FR Yugoslavia),journal article,,45,2001
Assessment,,,207983513,"Smit, G.",,,,88416883,Pelophylax lessonae,,,,,3,,,,FrogLog ,,,Published,DAPTF-Netherlands Report,journal article,,28,1998
Assessment,,,207983513,IUCN,28-Oct-24,,,88416883,Pelophylax lessonae,,,28-Oct-24,,,,,,,,,,The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,,2024
Assessment,,,207984263,"Arnold, E.N",,,,173115779,Discoglossus galganoi,,,,,288,,Princeton University Press,,,,,Published,Reptiles and Amphibians of Europe,book,,,2003
Assessment,,,207984263,"Gasc, J.-P., Cabela, A., Crnobrnja-Isailovic, J., Dolmen, D., Grossenbacher, K., Haffner, P., Lescure, J., Martens, H., Martinez Rica, J.P., Maurin, H., Oliveira, M.E., Sofianidou, T.S., Veith, M. and Zuiderwijk, A.",,,,173115779,Discoglossus galganoi,,Europe herpetology frog newt lizard snake salamander,,,494,Paris,Societas Europea Herpetologica & Museum National d’Histoire Naturelle,,,,,Published,Atlas of Amphibians and Reptiles in Europe,edited book,,,1997
Assessment,,,207984263,"Galán, P.",,,,173115779,Discoglossus galganoi,,,,,286,,Universidade da Coruña. Servicio de Publicacións. Monografía 72. A Coruña,,,,,Published,Conservación de la herpetofauna gallega. Situación actual de los anfibios y reptiles de Galicia,book,,,1999
Assessment,,,207984263,"Paulo, O.",,,,173115779,Discoglossus galganoi,,,,,2,,,,FrogLog,,,Published,Amphibians in Portugal,journal article,,21,1997
Assessment,,,207984263,"Godinho, R., Teixeira, J., Rebelo, R., Segurado, P., Loureiro, A., Álvares, F., Gomes, N., Cardoso, P., Camilo-Alves, C. and Brito, J.C.",,,,173115779,Discoglossus galganoi,,,,,61-81,,,,Revista Española de Herpetología,,,Published,Atlas of the continental Portuguese herpetofauna: an assemblage of published and new data,journal article,,13,1999
Assessment,,,207984263,"Pleguezuelos, J.M., Márquez, R. and Lizana, M.",,,,173115779,Discoglossus galganoi,,,,,pp 584,Madrid,Dirección General de la Conservación de la naturaleza-Associación Herpetológica Española,,,,,,Atlas y Libro Rojo de los Anfibios y Reptiles de España,Book,,,2002
Assessment,,,207984263,"Malkmus, R.",,,,173115779,Discoglossus galganoi,,,,,448p,Ruggel (Germany),A.R.G. Gantner Verlag K.G.,,,,,Published,"Amphibians and Reptiles of Portugal, Madeira and the Azores-Archipelago",book,,,2004
Assessment,,,207984263,"Pleguezuelos, J.M",,,,173115779,Discoglossus galganoi,,,,,,Las Palmas de Gran Canarias,Asociacion Herpetologica Española,,,,,Published,Distribucion y Biogeografia de los Anfibios y Reptiles en España y Portugal,book,,,1997
Assessment,,,207984263,"Lizana, M., Pérez-Mellado, V. and Ciudad, M.J.",,,,173115779,Discoglossus galganoi,,,,,435-446,,,,Herpetological Journal,,,Published,Analysis of the structure of an amphibian community in the Central System of Spain,journal article,,1,1990
Assessment,,,207984263,"Reques, R.",,,,173115779,Discoglossus galganoi,,,,,,Córdoba,Diputación de Córdoba,,,,,,Anfibios. Ecología y Conservación,Book,,,2000
Assessment,,,207984263,"Fromhage, L., Vences, M. and Veith, M.",,,,173115779,Discoglossus galganoi,,,1,,308-322,,,,Molecular Phylogenetics and Evolution,,,Published,Testing alternative vicariance scenarios in Western Mediterranean discoglossid frogs,journal article,,31,2004
Assessment,,,207984263,"García-París, M. and Jockusch, E.L.",,,,173115779,Discoglossus galganoi,,,,,209-218,,,,Journal of Zoology,,,Published,A mitochondrial DNA perspective on the evolution of Iberian <i>Discoglossus</i> (Amphibia: Anura),journal article,,248,1999
Assessment,,,207984263,"Vences, M. and Glaw, F.",,,,173115779,Discoglossus galganoi,,,4,,333-340,,,,Amphibia-Reptilia,,,Published,"Further investigations on <i>Discoglossus bioacoustics</i>: Relationships between <i>D. galganoi galganoi</i>, <i>D. g. jeanneae</i> and <i>D. pictus scovazzi</i>",journal article,,17,1996
Assessment,,,207984263,"Capula, M., Nascetti, G., Lanza, B., Bullini, L. and Crespo, E.G.",,,,173115779,Discoglossus galganoi,,,,,69-90,,,,Monitore Zoologico Italiano,,,Published,Morphological and genetic differentiation between the Iberian and the other west Mediterranean Discoglossus species (Amphibia Salientia Discoglossidae),journal article,,19,
Assessment,,,207984263,"Lanza, B., Nascetti, G., Capula, M. and Bullini, L.",,,,173115779,Discoglossus galganoi,,,,,16-27,,,,Bulletin de la Société Herpétologique de France,,,Published,Les Discoglosses de la region Mediterraneenne occidentale (Amphibia:Anura:Discoglossidae),journal article,,40,1986
Assessment,,,207984263,"Mateo, J.A.",,,,173115779,Discoglossus galganoi,,,,,343-350,,"Universidad de Granada-Asociación Herpetológica Española, Granada","Pleguezuelos, J.M.","Distribución y biogeografía de los anfibios y reptiles en España y Portugal. Monografías de herpetología, 3",,,,Las islas e islotes del litoral ibérico,Book Section,,,1997
Assessment,,,207984263,"Martínez-Solano, I.",,,,173115779,Discoglossus galganoi,,,,,,Madrid,Museo Nacional de Ciencias Naturales,"Carrascal, L.M. and Salvador, A.",Enciclopedia Virtual de los Vertebrados Españoles. http://www.vertebradosibericos.org/,,,,Sapillo pintojo ibérico - Discoglossus galganoi,Book Section,,,2003
Assessment,,,207984263,"Dufresnes, C., Pribille, M., Alard, B., Gonçalves, H., Amat, F., Crochet, P.A., Dubey, S., Perrin, N., Fumagalli, L., Vences, M. and Martínez-Solano, I.",,,,173115779,Discoglossus galganoi,,,124,,423-438,,,,Heredity,,,Published,Integrating hybrid zone analyses in species delimitation: lessons from two anuran radiations of the Western Mediterranean,journal article,https://doi.org/10.1038/s41437-020-0294-z,2020,2020
Assessment,,,207984263,"Dias, F.S., Bugalho, M.N., Orestes Cerdeira, J., and Martins, J. ",,,,173115779,Discoglossus galganoi,,,,,93–112,,,,Biodiversity and Conservation ,,,Published,Is forest certification targeting areas of high biodiversity in cork oak savannas? ,journal article,,22,2013
Assessment,,,207984263,"Olarte, Ó., Sánchez-Montes, G., and Martínez-Solano, Í. ",,,,173115779,Discoglossus galganoi,,,,,498-510,,,, Integrative Zoology ,,,Published,". Integrative demographic study of the Iberian painted frog (Discoglossus galganoi): inter-annual variation in the effective to census population size ratio, with insights on mating system and breeding success",journal article,,15,2020
Assessment,,,207984263,IUCN,28-Oct-24,,,173115779,Discoglossus galganoi,,,28-Oct-24,,,,,,,,,,The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,,2024
Assessment,,,227223836,"Malkmus, R.",,,,114139495,Pelodytes atlanticus,,,,,448p,Ruggel (Germany),A.R.G. Gantner Verlag K.G.,,,,,Published,"Amphibians and Reptiles of Portugal, Madeira and the Azores-Archipelago",book,,,2004
Assessment,,,227223836,"Díaz-Rodríguez, J., Gehara, M., Márquez, R., Vences, M.,Gonçalves, H., Sequeira, F., Martínez-Solano, I. and Tejedo, M.",,,,114139495,Pelodytes atlanticus,,,,,Jan-41,,,,Zootaxa,,,Published,"Integration of molecular, bioacoustical and morphological data reveals two new cryptic species of <i>Pelodytes</i> (Anura, Pelodytidae) from the Iberian Peninsula.",journal article,,4243,2017
Assessment,,,227223836,"Dufresnes, C.",,,,114139495,Pelodytes atlanticus,,,,,,London,Bloomsbury Publishing,,,,,Published,"Amphibians of Europe, North Africa and the Middle East: A photographic guide",book,,,2019
Assessment,,,227223836,"Cruz, M.J., Segurado, P., Sousa, M. and Rebelo, R.",,,,114139495,Pelodytes atlanticus,,,,,197-204,,,,Herpetological Journal,,,Published,Collapse of the amphibian community of the Paul do Boquilobo Natural Reserve (central Portugal) after the arrival of the exotic American crayfish <i>Procambarus clarkii</i>.,journal article,,18,2008
Assessment,,,227223836,IUCN,10-Dec-20,,,114139495,Pelodytes atlanticus,,,10-Dec-20,,,,,,,,,,The IUCN Red List of Threatened Species. Version 2020-3,electronic source,www.iucnredlist.org,,2020
Assessment,,,227223836,"Beja, P. and Alcazar, R.",,,,114139495,Pelodytes atlanticus,,,,,317-326,,,,Biological Conservation,,,Published,Conservation of Mediterranean temporary ponds under agricultural intensification: an evaluation using amphibians.,journal article,,114,2003
Assessment,,,227223836,IUCN,04-Sep-21,,,114139495,Pelodytes atlanticus,,,04-Sep-21,,,,,,,,,,The IUCN Red List of Threatened Species. Version 2021-2,electronic source,www.iucnredlist.org,,2021
Assessment,,,227223836,IUCN,28-Oct-24,,,114139495,Pelodytes atlanticus,,,28-Oct-24,,,,,,,,,,The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,,2024
Assessment,,,227226945,"Arnold, E.N",,,,58692,Pelophylax perezi,,,,,288,,Princeton University Press,,,,,Published,Reptiles and Amphibians of Europe,book,,,2003
